Date,Weekly_Sales
2013-01-11,10807.678112559526
2013-01-18,11238.851076785711
2013-01-25,12302.519214136906
2013-02-01,17405.59337595239
2013-02-08,19963.07751154763
2013-02-15,19793.465525972228
2013-02-22,18987.755617470244
2013-03-01,18907.173995089273
2013-03-08,19533.377635684512
2013-03-15,21583.31529906747
2013-03-22,17801.26812345237
2013-03-29,19003.76620857143
2013-04-05,22830.005464940474
2013-04-12,20621.618568690497
2013-04-19,20715.68384829365
2013-04-26,21391.8588562067
2013-05-03,20944.47471788692
2013-05-10,21094.483105615083
2013-05-17,22245.71905948414
2013-05-24,30240.39728570617
2013-05-31,33478.76125889881
2013-06-07,31628.685023601192
2013-06-14,28197.3893417262
2013-06-21,25951.73162029762
2013-06-28,24444.450834166666
2013-07-05,23227.519045912704
2013-07-12,19276.055568273812
2013-07-19,17791.256635119058
2013-07-26,17073.128945119053
2012-11-02,36217.641639166664
2012-11-09,35044.39255779763
2012-11-16,34643.92901488092
2012-11-23,34029.14425333332
2012-11-30,36034.965979583336
2012-12-07,36745.34042791666
2012-12-14,36845.43376354164
2012-12-21,40056.849402023814
2012-12-28,33925.09604583331
2013-01-04,36096.20662791665
2013-01-11,34702.60839541665
2013-01-18,34820.50098898809
2013-01-25,34932.51442583333
2013-02-01,39453.150075000005
2013-02-08,37980.32046448412
2013-02-15,37118.05780732146
2013-02-22,35725.44306711313
2013-03-01,37439.99736497023
2013-03-08,35199.03280827381
2013-03-15,34543.62128023809
2013-03-22,33444.83131074405
2013-03-29,35968.453188511885
2013-04-05,37011.176710535714
2013-04-12,34406.159397708325
2013-04-19,34248.543152837294
2013-04-26,35029.14450226189
2013-05-03,37506.10615044641
2013-05-10,35604.96586369047
2013-05-17,35969.824840357134
2013-05-24,36578.02304392859
2013-05-31,36971.199329404786
2013-06-07,36704.03264679564
2013-06-14,35297.742748462304
2013-06-21,35163.6755551786
2013-06-28,36304.51762857141
2013-07-05,36688.861612896806
2013-07-12,34350.04938720238
2013-07-19,35165.477440079376
2013-07-26,34235.410141666674
2012-11-02,45748.07150916669
2012-11-09,40388.83364869049
2012-11-16,30994.335609583308
2012-11-23,40078.153747738084
2012-11-30,30975.41438232142
2012-12-07,27250.45875315475
2012-12-14,30162.45404946429
2012-12-21,44132.31152559523
2012-12-28,28141.540648333328
2013-01-04,17297.091874166654
2013-01-11,14926.475197559535
2013-01-18,12899.121491071439
2013-01-25,14010.896010773808
2013-02-01,18315.2588729762
2013-02-08,18412.467999107135
2013-02-15,20345.985210476185
2013-02-22,21975.926366071435
2013-03-01,26877.978463224208
2013-03-08,27479.54133241073
2013-03-15,34111.77223714284
2013-03-22,33356.83932690477
2013-03-29,40450.04128693456
2013-04-05,30871.16987321427
2013-04-12,30200.811987499983
2013-04-19,27539.088058184545
2013-04-26,26500.997095228166
2013-05-03,27287.89938210316
2013-05-10,25808.053080624995
2013-05-17,25847.861455892857
2013-05-24,27609.05274419643
2013-05-31,29910.391079196426
2013-06-07,28990.24915869048
2013-06-14,26494.334026458357
2013-06-21,26046.764279255956
2013-06-28,24823.251128601187
2013-07-05,27521.99744571427
2013-07-12,20360.798011607134
2013-07-19,19714.65949946428
2013-07-26,20094.706630267858
2012-11-02,30643.841644107175
2012-11-09,29485.720080000006
2012-11-16,27704.14928874998
2012-11-23,32179.51659291663
2012-11-30,29895.231039880935
2012-12-07,30059.105903630945
2012-12-14,29847.025421339287
2012-12-21,32860.98792119046
2012-12-28,26447.270466666654
2013-01-04,25802.661444761914
2013-01-11,24292.45680261904
2013-01-18,24386.02247845238
2013-01-25,24846.847022023823
2013-02-01,31766.858570436496
2013-02-08,34700.347169077366
2013-02-15,34445.454933134904
2013-02-22,33111.094593749986
2013-03-01,35603.431656666675
2013-03-08,31848.63042366071
2013-03-15,33362.39533035715
2013-03-22,35730.49617999999
2013-03-29,39254.96992732141
2013-04-05,33708.05032350199
2013-04-12,31892.32373620671
2013-04-19,31301.216954732132
2013-04-26,29642.885202499987
2013-05-03,31932.443849226198
2013-05-10,29428.49190300596
2013-05-17,28442.046882291655
2013-05-24,31333.255281755963
2013-05-31,33476.37495755953
2013-06-07,32310.207869553582
2013-06-14,32029.098525416684
2013-06-21,31607.217322678585
2013-06-28,31901.819953630944
2013-07-05,33804.906731507945
2013-07-12,30754.722929077376
2013-07-19,29583.064623630955
2013-07-26,30185.400393720232
2012-11-02,25412.22077958333
2012-11-09,23054.125702172612
2012-11-16,22627.511960714277
2012-11-23,29612.970156369058
2012-11-30,30560.87232154761
2012-12-07,32796.03316708332
2012-12-14,29034.777819583338
2012-12-21,31884.34833029761
2012-12-28,23883.17812416668
2013-01-04,24729.624306309535
2013-01-11,27974.897983749994
2013-01-18,22402.647780238105
2013-01-25,19719.59774666667
2013-02-01,23402.02300330357
2013-02-08,21977.574501547624
2013-02-15,21592.438999821436
2013-02-22,19726.888256904756
2013-03-01,20741.94775998016
2013-03-08,20057.06686602183
2013-03-15,21886.373139087304
2013-03-22,22852.92986011902
2013-03-29,23921.85252749999
2013-04-05,24747.57727095239
2013-04-12,22914.188490773806
2013-04-19,21675.2695875
2013-04-26,21911.508423154755
2013-05-03,27634.224782321427
2013-05-10,26190.5430632684
2013-05-17,23989.47073907738
2013-05-24,27266.636214583337
2013-05-31,31076.18841732144
2013-06-07,34319.079092202395
2013-06-14,32809.3198572619
2013-06-21,33610.93222291666
2013-06-28,39170.05742410718
2013-07-05,31910.043527202386
2013-07-12,30453.717582311496
2013-07-19,29367.51857710317
2013-07-26,30421.42173592263
2012-11-02,9731.862790416673
2012-11-09,10474.328231488103
2012-11-16,9263.152905654762
2012-11-23,8792.977286071426
2012-11-30,8315.830361309516
2012-12-07,7639.8134949999985
2012-12-14,7549.551885833331
2012-12-21,7749.4588120238095
2012-12-28,7475.807965952379
2013-01-04,7746.69878116071
2013-01-11,7513.57842407738
2013-01-18,7841.065308244047
2013-01-25,8049.367080952383
2013-02-01,8750.556489851191
2013-02-08,8617.411410357137
2013-02-15,9910.79723522818
2013-02-22,10294.093344910712
2013-03-01,11460.764216785723
2013-03-08,11969.4017733631
2013-03-15,13340.3724954762
2013-03-22,11966.731536488105
2013-03-29,12064.936403214278
2013-04-05,11208.857423244051
2013-04-12,11472.865046041663
2013-04-19,12121.066938998018
2013-04-26,10910.318546904755
2013-05-03,12136.84338857143
2013-05-10,11209.77230089286
2013-05-17,12178.991099702382
2013-05-24,12248.861344910712
2013-05-31,12465.70842098214
2013-06-07,11653.42894038691
2013-06-14,11188.773652648812
2013-06-21,10298.735674702382
2013-06-28,11203.321142380952
2013-07-05,12243.358393978175
2013-07-12,10369.125306904762
2013-07-19,11653.840162817467
2013-07-26,11528.38245368056
2012-11-02,40383.32117988099
2012-11-09,37886.763126666694
2012-11-16,37805.2843383333
2012-11-23,38294.54505142856
2012-11-30,37360.78708124998
2012-12-07,35757.79350970238
2012-12-14,34479.96736000001
2012-12-21,36181.193786607175
2012-12-28,34507.7504239286
2013-01-04,39532.54907220237
2013-01-11,36787.97688315474
2013-01-18,36641.093940535764
2013-01-25,35818.19923839284
2013-02-01,40309.769588273804
2013-02-08,38589.08840482141
2013-02-15,38136.14678994047
2013-02-22,38415.37595294642
2013-03-01,41810.6867909524
2013-03-08,38388.28208773811
2013-03-15,37422.49864857143
2013-03-22,36714.09413535714
2013-03-29,37811.305548690434
2013-04-05,39852.00050458332
2013-04-12,37488.94319599925
2013-04-19,37013.45781958334
2013-04-26,36740.6341910119
2013-05-03,40737.5599363988
2013-05-10,37442.65063839287
2013-05-17,37284.05268386904
2013-05-24,37627.022294047594
2013-05-31,38962.330562857125
2013-06-07,40265.71563547621
2013-06-14,39283.01802321431
2013-06-21,38432.204406250035
2013-06-28,39397.96850875006
2013-07-05,40484.43128541665
2013-07-12,39045.02769460316
2013-07-19,39119.54403833331
2013-07-26,37176.97927190477
2012-11-02,13608.357119583334
2012-11-09,14278.830367738097
2012-11-16,17985.145495089288
2012-11-23,38718.62918130954
2012-11-30,24705.81321833333
2012-12-07,21491.316283690467
2012-12-14,28238.042801904754
2012-12-21,46212.25499791672
2012-12-28,22832.97282833334
2013-01-04,15490.127212321424
2013-01-11,14245.386373749992
2013-01-18,13096.074162083325
2013-01-25,12541.674780416668
2013-02-01,16356.411540059524
2013-02-08,17339.729046875007
2013-02-15,18299.978122658744
2013-02-22,16936.715822083333
2013-03-01,18012.03331785714
2013-03-08,15687.675414345244
2013-03-15,13519.863240932551
2013-03-22,13294.688273710328
2013-03-29,14099.224448750012
2013-04-05,14307.800690505946
2013-04-12,13232.54318559523
2013-04-19,12992.310546011899
2013-04-26,13403.992677857152
2013-05-03,15426.494879821425
2013-05-10,15229.401767321435
2013-05-17,13815.5514143254
2013-05-24,13106.974982420641
2013-05-31,13529.571947470244
2013-06-07,12900.758778462305
2013-06-14,13181.044788611114
2013-06-21,13286.332543363096
2013-06-28,15132.435433392871
2013-07-05,14762.669220744048
2013-07-12,13531.463555327384
2013-07-19,12049.979008541672
2013-07-26,11705.7848002381
2012-11-02,6632.315876249997
2012-11-09,6485.02243500001
2012-11-16,5419.351860000004
2012-11-23,8268.41175595238
2012-11-30,5988.4664783333355
2012-12-07,5059.307657678567
2012-12-14,5133.791270357142
2012-12-21,6945.7686154166695
2012-12-28,5362.08596
2013-01-04,5768.3382841666635
2013-01-11,5816.94533458333
2013-01-18,5691.187045476189
2013-01-25,6652.387426726188
2013-02-01,9401.139719166667
2013-02-08,11653.007602152777
2013-02-15,13923.863606547622
2013-02-22,19050.809660654773
2013-03-01,25349.406419523824
2013-03-08,27597.241022886912
2013-03-15,42358.72011720238
2013-03-22,40232.40809069447
2013-03-29,50656.642746666636
2013-04-05,52944.968100863094
2013-04-12,53543.742479553555
2013-04-19,47995.76882313491
2013-04-26,45176.94312509198
2013-05-03,45205.95880842535
2013-05-10,41846.070618630976
2013-05-17,38094.516357916655
2013-05-24,42149.45054443448
2013-05-31,43869.55677570434
2013-06-07,36433.96630000994
2013-06-14,35166.619673888905
2013-06-21,34217.12503824407
2013-06-28,35589.02550485116
2013-07-05,35814.80391761904
2013-07-12,25943.152907619038
2013-07-19,23334.373698898813
2013-07-26,21867.576282202408
2012-11-02,8341.94980773809
2012-11-09,8168.852589464285
2012-11-16,9315.768793333333
2012-11-23,12278.698923690477
2012-11-30,11247.77679375
2012-12-07,11109.792008452383
2012-12-14,12398.942749136908
2012-12-21,17515.38330166667
2012-12-28,11393.282378154761
2013-01-04,8438.465936874998
2013-01-11,8739.436509970245
2013-01-18,8005.9417205357095
2013-01-25,7635.471773809528
2013-02-01,10406.46141892857
2013-02-08,11589.89773607142
2013-02-15,12396.803986607132
2013-02-22,10874.041249851187
2013-03-01,12115.8425625
2013-03-08,11396.40440985119
2013-03-15,10062.924411994054
2013-03-22,8645.890994761905
2013-03-29,8692.941510000004
2013-04-05,8601.409612321426
2013-04-12,7738.255035446425
2013-04-19,8404.111333670637
2013-04-26,8231.147597509926
2013-05-03,9602.514273452378
2013-05-10,9387.77365404762
2013-05-17,8808.87570976191
2013-05-24,7868.718360664688
2013-05-31,7688.87256261905
2013-06-07,8734.204753611106
2013-06-14,8773.784367708331
2013-06-21,7857.6641748511865
2013-06-28,8161.387211815475
2013-07-05,8306.065012797615
2013-07-12,7506.982303392861
2013-07-19,7946.513359672615
2013-07-26,8432.355277559522
2012-11-02,12962.128959464286
2012-11-09,10217.89918392857
2012-11-16,14109.202727559521
2012-11-23,32854.949858154774
2012-11-30,46796.775417678575
2012-12-07,44671.407554583326
2012-12-14,34029.28211428574
2012-12-21,24091.214477500012
2012-12-28,20919.62349208333
2013-01-04,5955.37125607143
2013-01-11,1389.1807095238094
2013-01-18,1544.296338988094
2013-01-25,1902.2065236309531
2013-02-01,4131.404580238096
2013-02-08,15948.28579642857
2013-02-15,22367.58312654763
2013-02-22,1080.7401788095235
2013-03-01,675.1978179166665
2013-03-08,775.056159742063
2013-03-15,1475.2278470238098
2013-03-22,2490.6836313690465
2013-03-29,4149.375186249994
2013-04-05,8153.865756607144
2013-04-12,3940.8541421428577
2013-04-19,5172.850838852815
2013-04-26,3631.488748214284
2013-05-03,372.1064041666668
2013-05-10,68.99840523809523
2013-05-17,3.2771437500000022
2013-05-24,1.4856547619047618
2013-06-07,2.127510952380953
2013-07-05,1.417928095238095
2012-11-02,1157.0701307142858
2012-11-09,1326.9035271536804
2012-11-16,1300.1157791666672
2012-11-23,1079.26501155303
2012-11-30,1451.7245013095237
2012-12-07,1636.1148929761903
2012-12-14,1577.5691566666671
2012-12-21,1618.2999013690478
2012-12-28,1095.702081607143
2013-01-04,803.2910353571432
2013-01-11,851.1113380357144
2013-01-18,788.1818441071431
2013-01-25,828.6627046428565
2013-02-01,1427.5716974404763
2013-02-08,1272.8917263888886
2013-02-15,1347.1425248214282
2013-02-22,1630.4005247023817
2013-03-01,1375.7512224603176
2013-03-08,1574.7203297023814
2013-03-15,1492.9633829464283
2013-03-22,1444.071186071428
2013-03-29,1210.9675533333343
2013-04-05,1453.4238220634918
2013-04-12,1093.2684129166669
2013-04-19,1343.8839655952388
2013-04-26,1109.9157840476196
2013-05-03,1308.3506797619048
2013-05-10,1424.4692021031738
2013-05-17,1403.1312109126975
2013-05-24,1155.537314672619
2013-05-31,1152.591014017857
2013-06-07,1172.0598698809529
2013-06-14,1036.4968197943726
2013-06-21,1067.9166788690468
2013-06-28,1106.433119047618
2013-07-05,1065.6449826010096
2013-07-12,1135.9130260714294
2013-07-19,1066.4935841170632
2013-07-26,1166.0035081845235
2012-11-02,3029.9963085119016
2012-11-09,2957.487553630954
2012-11-16,3003.835558333334
2012-11-23,5171.9608766666715
2012-11-30,3461.9810258333355
2012-12-07,2955.1717420833356
2012-12-14,3416.6066341666665
2012-12-21,4436.002096666667
2012-12-28,4038.139470833338
2013-01-04,3328.7582819047598
2013-01-11,3601.8893508333335
2013-01-18,3298.3487183333327
2013-01-25,3249.672565178571
2013-02-01,4195.702646607142
2013-02-08,4202.901402708336
2013-02-15,4741.750555089285
2013-02-22,4292.648866904762
2013-03-01,4661.301785039683
2013-03-08,5875.379008611109
2013-03-15,4693.002899107142
2013-03-22,4041.1263753571434
2013-03-29,4460.287592916664
2013-04-05,3394.641882886905
2013-04-12,3212.6301655952393
2013-04-19,3566.6510002380955
2013-04-26,3818.5723281060605
2013-05-03,4193.665224940478
2013-05-10,4281.014091607144
2013-05-17,4430.184347698418
2013-05-24,4908.806138720241
2013-05-31,5206.675760535716
2013-06-07,5064.307312440473
2013-06-14,4768.718280803569
2013-06-21,4667.617663154762
2013-06-28,4970.095773749998
2013-07-05,5260.723719613094
2013-07-12,4296.710876488096
2013-07-19,4520.10440202381
2013-07-26,4111.260932976189
2012-11-02,8164.11741000001
2012-11-09,8265.855767083334
2012-11-16,7819.884592083334
2012-11-23,9197.73387113095
2012-11-30,8750.44023404762
2012-12-07,9150.534128214289
2012-12-14,10259.989490357146
2012-12-21,11922.184501071428
2012-12-28,7945.298157559523
2013-01-04,7282.143909464283
2013-01-11,6874.56410625
2013-01-18,6791.8719377083335
2013-01-25,6964.870795416669
2013-02-01,8118.355592202382
2013-02-08,8370.04295857143
2013-02-15,8799.306628134922
2013-02-22,8236.36498142857
2013-03-01,8695.143095476193
2013-03-08,7798.185652624461
2013-03-15,7797.828745873012
2013-03-22,7106.139244325394
2013-03-29,7817.901019761914
2013-04-05,8398.911873809517
2013-04-12,7240.790902738097
2013-04-19,7081.622795714292
2013-04-26,7502.413675773808
2013-05-03,7922.127347857146
2013-05-10,7467.071045565481
2013-05-17,7038.560696031748
2013-05-24,7463.214700178569
2013-05-31,7540.665671726187
2013-06-07,7347.238316755952
2013-06-14,7529.849955803573
2013-06-21,7797.210358630951
2013-06-28,7099.478718541663
2013-07-05,7694.90123619047
2013-07-12,7416.90132452381
2013-07-19,7098.867053432543
2013-07-26,7174.95583672619
2012-11-02,8178.854243749998
2012-11-09,7193.568052916673
2012-11-16,7370.392421369049
2012-11-23,16995.505561041668
2012-11-30,12424.264473363097
2012-12-07,10761.289368690475
2012-12-14,12103.385341249992
2012-12-21,17413.947260238107
2012-12-28,11005.196925416667
2013-01-04,8227.690208749993
2013-01-11,8173.322757500002
2013-01-18,6554.361932916667
2013-01-25,6540.839797083334
2013-02-01,11539.557210446423
2013-02-08,12556.260362499994
2013-02-15,12040.367565446431
2013-02-22,9529.620754017857
2013-03-01,10309.583899791663
2013-03-08,10138.674461994045
2013-03-15,8614.115233181816
2013-03-22,7541.294822827381
2013-03-29,7959.2023692261855
2013-04-05,7134.8692515079365
2013-04-12,6815.324641765872
2013-04-19,6487.708535228174
2013-04-26,5775.289293869049
2013-05-03,7268.94602702381
2013-05-10,6437.136642440476
2013-05-17,5981.701641329366
2013-05-24,6301.6807353571385
2013-05-31,6527.810543511901
2013-06-07,6242.303738787878
2013-06-14,6547.714087380954
2013-06-21,6382.278417857144
2013-06-28,6261.290167023804
2013-07-05,6298.377680208331
2013-07-12,6226.34677654762
2013-07-19,6255.481796726193
2013-07-26,7192.221638392853
2012-11-02,24104.47351041666
2012-11-09,22157.998172083324
2012-11-16,21642.64221645834
2012-11-23,31370.044340267865
2012-11-30,27716.406460148817
2012-12-07,33127.33495660716
2012-12-14,37251.168099523806
2012-12-21,60015.806303888916
2012-12-28,22489.79645994048
2013-01-04,17147.752938214293
2013-01-11,17489.80430017857
2013-01-18,16032.694203095229
2013-01-25,14427.64675952381
2013-02-01,22042.448866468243
2013-02-08,23729.46132339285
2013-02-15,23264.291089464285
2013-02-22,19520.87529674603
2013-03-01,20706.26334160714
2013-03-08,20096.556091011913
2013-03-15,19706.002200654773
2013-03-22,20211.174340902777
2013-03-29,21613.138825694434
2013-04-05,21749.11640390873
2013-04-12,20325.148089662696
2013-04-19,19955.57715724207
2013-04-26,18603.975982698412
2013-05-03,21188.443387946438
2013-05-10,21157.50849288691
2013-05-17,19178.703126855155
2013-05-24,21312.15394717262
2013-05-31,22959.659389642853
2013-06-07,23240.891530982142
2013-06-14,24758.2140223512
2013-06-21,26065.912090863098
2013-06-28,23482.771302559522
2013-07-05,21535.36544422619
2013-07-12,18997.084960803564
2013-07-19,18515.353690849563
2013-07-26,18739.794746666656
2012-11-02,6887.546062857143
2012-11-09,6127.189055833331
2012-11-16,6040.484178749999
2012-11-23,11420.473210416667
2012-11-30,9228.002150416665
2012-12-07,10506.751511785713
2012-12-14,11882.993094999994
2012-12-21,13991.705257083328
2012-12-28,4523.329504940477
2013-01-04,4551.124221666664
2013-01-11,4119.337098363093
2013-01-18,3796.327934404762
2013-01-25,4039.2282108630934
2013-02-01,7697.804456785714
2013-02-08,8056.842794523808
2013-02-15,6986.967564642863
2013-02-22,5841.143567529766
2013-03-01,6142.431312351191
2013-03-08,5548.011017460318
2013-03-15,4636.417908720238
2013-03-22,5058.866089126987
2013-03-29,5483.696186805557
2013-04-05,6160.334142053573
2013-04-12,5150.31891828463
2013-04-19,5257.106829256854
2013-04-26,4295.923773799603
2013-05-03,5079.02497853175
2013-05-10,4693.72824689484
2013-05-17,4423.664957410712
2013-05-24,4477.324809851187
2013-05-31,4535.504929761902
2013-06-07,4262.027475376982
2013-06-14,3890.5535423809506
2013-06-21,4037.6186808035714
2013-06-28,3913.468087678568
2013-07-05,4148.208648640873
2013-07-12,4032.5724089484147
2013-07-19,4488.686099107141
2013-07-26,5809.730616488096
2012-11-02,10936.638668095246
2012-11-09,10088.026157916669
2012-11-16,9304.738357797612
2012-11-23,10945.000460416657
2012-11-30,10821.904220714285
2012-12-07,11373.727669880953
2012-12-14,12046.576816666668
2012-12-21,14790.725084345233
2012-12-28,10010.396639166669
2013-01-04,6921.202203392854
2013-01-11,6662.37213833333
2013-01-18,6107.446232559531
2013-01-25,6387.589382916668
2013-02-01,9934.844375476194
2013-02-08,10678.14328982143
2013-02-15,10251.023552380953
2013-02-22,9984.900172959959
2013-03-01,11249.758124642856
2013-03-08,11415.526637916664
2013-03-15,12077.598468630957
2013-03-22,12647.751828887087
2013-03-29,13968.766872716438
2013-04-05,12814.889246607141
2013-04-12,11896.96445799603
2013-04-19,10712.71122495039
2013-04-26,10696.011456815468
2013-05-03,11580.101034940479
2013-05-10,10767.904205505947
2013-05-17,10384.524168750002
2013-05-24,10429.54675138889
2013-05-31,11218.96928761905
2013-06-07,10692.65722556548
2013-06-14,10515.02797064935
2013-06-21,10552.595238154756
2013-06-28,9994.36956416667
2013-07-05,10357.55922910714
2013-07-12,8592.815082619045
